anno,keyword1,keyword2,relationship
2013,linguistic frame semantics,ontology design,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,linguistic frame semantics,ready ontologies,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,linguistic frame semantics,novel approach,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,linguistic frame semantics,converting text,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,linguistic frame semantics,quality linked,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,linguistic frame semantics,acceptable time,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,linguistic frame semantics,ontology design patterns,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ontology design,ready ontologies,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ontology design,novel approach,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ontology design,converting text,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ontology design,quality linked,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ontology design,acceptable time,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ontology design,ontology design patterns,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ready ontologies,novel approach,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ready ontologies,converting text,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ready ontologies,quality linked,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ready ontologies,acceptable time,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,ready ontologies,ontology design patterns,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,novel approach,converting text,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,novel approach,quality linked,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,novel approach,acceptable time,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,novel approach,ontology design patterns,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,converting text,quality linked,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,converting text,acceptable time,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,converting text,ontology design patterns,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,quality linked,acceptable time,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,quality linked,ontology design patterns,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,acceptable time,ontology design patterns,"{'0f9bdab04b7254902f37d3266009759d337c033e': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2013,artificial neural network,lyapunov fractal,{'8a007601dbdf779d9423c0575292116f50ef4667': 2}
2013,artificial neural network,social inequality,"{'4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, 'd453abc3346cc8a8d24ce4a3f66c8c9d578b2015': 2}"
2013,numerical analysis,lyapunov fractal,"{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2, '1f8fd061aec720023764196e829c45091e430a49': 2, '5daeb3e6cb1230841042ae0766e9bf1fb4549884': 2}"
2013,lyapunov fractal,social inequality,{'285aec6aeac4dc118945503c7463210aea7f3e05': 2}
2013,manufacturing,artificial bee colony algorithm,{'c5600b6bc7e32de3f3af9b463bcba8999b36b273': 2}
2013,manufacturing,hybrid optimization,{'c5600b6bc7e32de3f3af9b463bcba8999b36b273': 2}
2013,taguchi method,hybrid optimization,{'c5600b6bc7e32de3f3af9b463bcba8999b36b273': 2}
2013,convex optimization,iteration,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,convex optimization,frank–wolfe algorithm,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,convex optimization,mathematical optimization,"{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2, 'e0621693afc390f83a76354e0aa702f433857ce6': 2, '98696e7a1f9450a4e10c0f71f9ac4901ec2987e7': 2}"
2013,convex optimization,duality gap,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,iteration,frank–wolfe algorithm,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,iteration,mathematical optimization,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,iteration,duality gap,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,frank–wolfe algorithm,mathematical optimization,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,frank–wolfe algorithm,duality gap,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,mathematical optimization,duality gap,{'acb1297d358cbcfc18cb39c38a3b07b0094ef9c9': 2}
2013,mathematical optimization,experiment,{'31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
2013,simulation,algorithm,{'210c69d4f78dc8e68b71c04d5d2f8efc778bab9e': 2}
2013,cognitive radio,algorithm,"{'e2acf01f0b133df820cf47709a2341f4ecac9695': 2, 'e8c45f5dd2b9cd3a1f4fab939daa4c15f33dec3b': 2, '9407026e1de7cc96137a81ec5e37d16c2f921ca6': 2}"
2013,reinforcement learning,q-learning,{'1884b92cea56717d00c3c175a1459a8acd925c67': 2}
2013,knowledge base,lessons learned,{'80e747dc263a37d11568ca81d9e7a6d10e298709': 2}
2013,information extraction,named entity,"{'2166d83afe53396ae833f903f7401552b4a419d3': 2, '72ac8def31a5e5e3fffd6b00f1d2424c64c5f660': 2}"
2013,information extraction,wikipedia,"{'2166d83afe53396ae833f903f7401552b4a419d3': 2, '72ac8def31a5e5e3fffd6b00f1d2424c64c5f660': 2}"
2013,information extraction,semi-structured resources,"{'2166d83afe53396ae833f903f7401552b4a419d3': 2, '72ac8def31a5e5e3fffd6b00f1d2424c64c5f660': 2}"
2013,named entity,wikipedia,"{'2166d83afe53396ae833f903f7401552b4a419d3': 2, '72ac8def31a5e5e3fffd6b00f1d2424c64c5f660': 2}"
2013,named entity,semi-structured resources,"{'2166d83afe53396ae833f903f7401552b4a419d3': 2, '72ac8def31a5e5e3fffd6b00f1d2424c64c5f660': 2}"
2013,wikipedia,semi-structured resources,"{'2166d83afe53396ae833f903f7401552b4a419d3': 2, '72ac8def31a5e5e3fffd6b00f1d2424c64c5f660': 2}"
2013,operational laws,multiple attribute decision making (madm),{'79ef7a1edb97261cedc488ad68d959a3cdd7e995': 2}
2013,artificial neural network,neural network simulation,"{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2, 'ecf7ddbfa0c7603a46b9dccb1c0adcf60d2dcc2b': 2, '8a007601dbdf779d9423c0575292116f50ef4667': 2}"
2013,algorithm,machine learning,{'31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
2013,particle swarm optimization,mathematical optimization,{'8b707a1fe1db031276f419c33e56b7ef4fe0cacf': 2}
2013,algorithm,mathematical optimization,"{'c5600b6bc7e32de3f3af9b463bcba8999b36b273': 2, 'ae2a115f6192a2bdcab2516747734005391e6aac': 2, 'e0621693afc390f83a76354e0aa702f433857ce6': 2, '98696e7a1f9450a4e10c0f71f9ac4901ec2987e7': 2, '7486c6b3f218d9d9453eefee6a97ac6d6a7d77b6': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}"
2013,single solution does,dynamic multi,"{'fd7308c0478a513e52a7f88d510bdad5e0dfd175': 2, '17eceef261c7bac8d4842dd0b595ad8e720b4ac8': 2}"
2013,objective optimisation,dynamic multi,"{'fd7308c0478a513e52a7f88d510bdad5e0dfd175': 2, '17eceef261c7bac8d4842dd0b595ad8e720b4ac8': 2}"
2013,pythagorean theorem,related idea,{'17058bd49812cc29ebe54e79ff80ec879ce56cbc': 2}
2013,pythagorean theorem,pythagorean membership grades,{'17058bd49812cc29ebe54e79ff80ec879ce56cbc': 2}
2013,related idea,pythagorean membership grades,{'17058bd49812cc29ebe54e79ff80ec879ce56cbc': 2}
2013,artificial neural network,simulation,{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
2013,sampling (signal processing),mathematical optimization,"{'8b9a405aa8136ea557c8fae5883ee1b959bf9754': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 3}"
2013,sampling (signal processing),optimization problem,{'8b9a405aa8136ea557c8fae5883ee1b959bf9754': 2}
2013,mathematical optimization,optimization problem,"{'8b9a405aa8136ea557c8fae5883ee1b959bf9754': 2, 'fd12947c7e48ddae87856c5eb17318a9c9fb262c': 2}"
2013,benchmark (computing),telecommunications link,{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,benchmark (computing),simulation,{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,benchmark (computing),backhaul (telecommunications),{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,throughput,telecommunications link,{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,throughput,simulation,"{'ef7f015ae96e553682f45eb902f67ef322f72345': 2, '210c69d4f78dc8e68b71c04d5d2f8efc778bab9e': 2}"
2013,throughput,interference (communication),{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,throughput,cell (microprocessor),{'210c69d4f78dc8e68b71c04d5d2f8efc778bab9e': 2}
2013,throughput,algorithm,{'210c69d4f78dc8e68b71c04d5d2f8efc778bab9e': 2}
2013,telecommunications link,simulation,{'ef7f015ae96e553682f45eb902f67ef322f72345': 3}
2013,telecommunications link,interference (communication),{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,telecommunications link,backhaul (telecommunications),{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,simulation,interference (communication),{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,simulation,cell (microprocessor),{'210c69d4f78dc8e68b71c04d5d2f8efc778bab9e': 2}
2013,simulation,backhaul (telecommunications),{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
2013,cell (microprocessor),algorithm,{'210c69d4f78dc8e68b71c04d5d2f8efc778bab9e': 2}
2013,batteries,battery charge measurement,{'ad2ee6d3b27d9bfd8b458a358045ad673c37cd54': 2}
2013,deep learning,algorithm,{'31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
2013,deep learning,machine learning,{'31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
2013,algorithm,central processing unit,{'8699f394e9ca9d6420014ed98c79a413dbf72daa': 2}
2013,combining game theory,stochastic learning,"{'bfdec7c72e3163c71eb16d2d432b819830345635': 2, '20dab1d378684ddc3545a3157f0e68e6f4360cc9': 2}"
2013,combining game theory,tier femtocell networks,"{'bfdec7c72e3163c71eb16d2d432b819830345635': 2, '20dab1d378684ddc3545a3157f0e68e6f4360cc9': 2}"
2013,combining game theory,stackelberg game formulation,"{'bfdec7c72e3163c71eb16d2d432b819830345635': 2, '20dab1d378684ddc3545a3157f0e68e6f4360cc9': 2}"
2013,stochastic learning,tier femtocell networks,"{'bfdec7c72e3163c71eb16d2d432b819830345635': 2, '20dab1d378684ddc3545a3157f0e68e6f4360cc9': 2}"
2013,stochastic learning,stackelberg game formulation,"{'bfdec7c72e3163c71eb16d2d432b819830345635': 2, '20dab1d378684ddc3545a3157f0e68e6f4360cc9': 2}"
2013,tier femtocell networks,stackelberg game formulation,"{'bfdec7c72e3163c71eb16d2d432b819830345635': 2, '20dab1d378684ddc3545a3157f0e68e6f4360cc9': 2}"
2013,artificial neural network,recurrent neural network,"{'ecf7ddbfa0c7603a46b9dccb1c0adcf60d2dcc2b': 2, '76eddfeade1369f7f9e147ad8ae2fb6fc83e274d': 2}"
2013,numerical analysis,numerical method,{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2}
2013,numerical analysis,stability,{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2}
2013,lyapunov fractal,numerical method,{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2}
2013,lyapunov fractal,stability,{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2}
2013,numerical method,stability,{'4aa8477b6f96768e38f7f1aae02cef38813d781d': 2}
2013,failure cause,failure mode and effects analysis,{'7dd31741bcc78fdcb04c64d7e9421445358a42f4': 2}
2013,bernoulli polynomials,complex networks,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,mean squared error,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,synchronization (computer science),{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,couplings,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,stochastic processes,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,synchronization,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,vertex,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,probability,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,switches,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,bernoulli polynomials,lyapunov fractal,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,mean squared error,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,synchronization (computer science),{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,couplings,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,stochastic processes,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,synchronization,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,vertex,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,probability,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,switches,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,complex networks,lyapunov fractal,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,synchronization (computer science),{'0106083db63eef5b77fdd3088a8f970fad7900f4': 3}
2013,mean squared error,couplings,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,stochastic processes,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,synchronization,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,vertex,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,probability,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,complex network,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,switches,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,mean squared error,lyapunov fractal,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),couplings,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),stochastic processes,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),synchronization,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),vertex,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),probability,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),complex network,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),switches,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization (computer science),lyapunov fractal,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,couplings,stochastic processes,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,couplings,synchronization,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,couplings,vertex,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,couplings,probability,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,couplings,randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,couplings,switches,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,couplings,lyapunov fractal,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,stochastic processes,synchronization,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,stochastic processes,vertex,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,stochastic processes,probability,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,stochastic processes,randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,stochastic processes,switches,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,stochastic processes,lyapunov fractal,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization,vertex,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization,probability,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization,randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization,switches,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,synchronization,lyapunov fractal,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,vertex,probability,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,vertex,randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,vertex,switches,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,vertex,lyapunov fractal,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2013,probability,randomness,{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
